"2017-11-16 13:51:03+2:00",0,"AIN1|Analog Input 1|mA|0.000000|1.000000|mA","AIN2|Analog Input 2|V|0.000000|1.000000|V","AIN3|Analog Input 3|V|0.000000|1.000000|V","AIN4|Analog Input 4|mA|0.000000|1.000000|mA","AIN5|Analog Input 5|mA|0.000000|1.000000|mA","AIN6|Analog Input 6|V|0.000000|1.000000|V","AIN7|Analog Input 7|V|0.000000|1.000000|V","AIN8|Analog Input 8|mA|0.000000|1.000000|mA","AO1|Analog Output 1|mA|0.000000|1.000000|v","AO2|Analog Output 2|mA|0.000000|1.000000|v","DIN1|Digital Input 1","DIN2|Digital Input 2","DIN3|Digital Input 3","DIN4|Digital Input 4","DIN5|Digital Input 5","DIN6|Digital Input 6","DIN7|Digital Input 7","DIN8|Digital Input 8","DO1|Digital Output 1","DO2|Digital Output 2","DO3|Digital Output 3","DO4|Digital Output 4","DO5|Digital Output 5","DO6|Digital Output 6","DO7|Digital Output 7","DO8|Digital Output 8","RTD1|RTD - 1|2wire|pt100","RTD2|RTD - 2|2wire|pt100",RLY1|RELAY-1,RLY2|RELAY-2,RLY3|RELAY-3,RLY4|RELAY-4
"2017-11-28 05:01:00+2:00",1,OutOfRange-0.000000,0.047416,0.052431,OutOfRange-0.000000,OutOfRange-4.000000,0.047416,0.047749,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-28 05:02:00+2:00",1,OutOfRange-0.000000,0.047431,0.052764,OutOfRange-0.000000,OutOfRange-4.000000,0.047431,0.047431,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,0,0,0,0,0
"2017-11-28 05:03:00+2:00",1,OutOfRange-0.000000,0.047416,0.052431,OutOfRange-0.000000,OutOfRange-4.000000,0.047416,0.047764,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-28 05:04:00+2:00",1,OutOfRange-0.000000,0.047431,0.052416,OutOfRange-0.000000,OutOfRange-4.000000,0.047416,0.047764,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-28 05:05:00+2:00",1,OutOfRange-0.000000,0.047416,0.052416,OutOfRange-0.000000,OutOfRange-4.000000,0.047416,0.047416,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-28 05:06:00+2:00",1,OutOfRange-0.000000,0.0474,0.052734,OutOfRange-0.000000,OutOfRange-4.000000,0.047385,0.047734,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-28 05:07:00+2:00",1,OutOfRange-0.000000,0.047416,0.052416,OutOfRange-0.000000,OutOfRange-4.000000,0.047416,0.047416,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-28 05:08:00+2:00",1,OutOfRange-0.000000,0.0474,0.0524,OutOfRange-0.000000,OutOfRange-4.000000,0.0474,0.047734,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-28 05:09:00+2:00",1,OutOfRange-0.000000,0.0474,0.052385,OutOfRange-0.000000,OutOfRange-4.000000,0.0474,0.047719,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-28 05:10:00+2:00",1,OutOfRange-0.000000,0.047416,0.052749,OutOfRange-0.000000,OutOfRange-4.000000,0.0474,0.047749,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-28 05:11:00+2:00",1,OutOfRange-0.000000,0.047385,0.052719,OutOfRange-0.000000,OutOfRange-4.000000,0.047385,0.04737,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-28 05:12:00+2:00",1,OutOfRange-0.000000,0.04737,0.052719,OutOfRange-0.000000,OutOfRange-4.000000,0.047385,0.047719,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-28 05:13:00+2:00",1,OutOfRange-0.000000,0.0474,0.0524,OutOfRange-0.000000,OutOfRange-4.000000,0.0474,0.047734,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-28 05:14:01+2:00",1,OutOfRange-0.000000,0.047385,0.052385,OutOfRange-0.000000,OutOfRange-4.000000,0.047385,0.047719,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-28 05:15:01+2:00",1,OutOfRange-0.000000,0.047385,0.052385,OutOfRange-0.000000,OutOfRange-4.000000,0.047385,0.047703,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-28 05:16:01+2:00",1,OutOfRange-0.000000,0.0474,0.052734,OutOfRange-0.000000,OutOfRange-4.000000,0.0474,0.047734,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-28 05:17:01+2:00",1,OutOfRange-0.000000,0.0474,0.052719,OutOfRange-0.000000,OutOfRange-4.000000,0.0474,0.047719,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-28 05:18:01+2:00",1,OutOfRange-0.000000,0.047385,0.05237,OutOfRange-0.000000,OutOfRange-4.000000,0.047385,0.047703,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-28 05:19:01+2:00",1,OutOfRange-0.000000,0.047385,0.052719,OutOfRange-0.000000,OutOfRange-4.000000,0.04737,0.047719,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-28 05:20:01+2:00",1,OutOfRange-0.000000,0.047385,0.052719,OutOfRange-0.000000,OutOfRange-4.000000,0.0474,0.047719,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-28 05:21:01+2:00",1,OutOfRange-0.000000,0.047385,0.052385,OutOfRange-0.000000,OutOfRange-4.000000,0.04737,0.04737,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-28 05:22:01+2:00",1,OutOfRange-0.000000,0.0474,0.0524,OutOfRange-0.000000,OutOfRange-4.000000,0.047385,0.047719,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-28 05:23:01+2:00",1,OutOfRange-0.000000,0.047416,0.052734,OutOfRange-0.000000,OutOfRange-4.000000,0.0474,0.047734,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-28 05:24:01+2:00",1,OutOfRange-0.000000,0.0474,0.0524,OutOfRange-0.000000,OutOfRange-4.000000,0.0474,0.0474,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-28 05:25:01+2:00",1,OutOfRange-0.000000,0.0474,0.052734,OutOfRange-0.000000,OutOfRange-4.000000,0.0474,0.047734,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-28 05:26:01+2:00",1,OutOfRange-0.000000,0.047416,0.052749,OutOfRange-0.000000,OutOfRange-4.000000,0.0474,0.047734,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-28 05:27:01+2:00",1,OutOfRange-0.000000,0.047385,0.052719,OutOfRange-0.000000,OutOfRange-4.000000,0.04737,0.047385,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-28 05:28:01+2:00",1,OutOfRange-0.000000,0.047385,0.052719,OutOfRange-0.000000,OutOfRange-4.000000,0.047385,0.047719,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-28 05:29:01+2:00",1,OutOfRange-0.000000,0.047385,0.052734,OutOfRange-0.000000,OutOfRange-4.000000,0.047385,0.047719,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-28 05:30:01+2:00",1,OutOfRange-0.000000,0.04737,0.052688,OutOfRange-0.000000,OutOfRange-4.000000,0.04737,0.047703,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-28 05:31:01+2:00",1,OutOfRange-0.000000,0.04737,0.052703,OutOfRange-0.000000,OutOfRange-4.000000,0.04737,0.04737,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-28 05:32:02+2:00",1,OutOfRange-0.000000,0.04737,0.052719,OutOfRange-0.000000,OutOfRange-4.000000,0.047385,0.047719,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-28 05:33:02+2:00",1,OutOfRange-0.000000,0.0474,0.0524,OutOfRange-0.000000,OutOfRange-4.000000,0.0474,0.047734,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-28 05:34:02+2:00",1,OutOfRange-0.000000,0.0474,0.052416,OutOfRange-0.000000,OutOfRange-4.000000,0.047416,0.047416,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-28 05:35:02+2:00",1,OutOfRange-0.000000,0.047385,0.052719,OutOfRange-0.000000,OutOfRange-4.000000,0.047385,0.047719,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-28 05:36:02+2:00",1,OutOfRange-0.000000,0.047385,0.052385,OutOfRange-0.000000,OutOfRange-4.000000,0.047385,0.047385,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-28 05:37:02+2:00",1,OutOfRange-0.000000,0.0474,0.052385,OutOfRange-0.000000,OutOfRange-4.000000,0.0474,0.047719,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-28 05:38:02+2:00",1,OutOfRange-0.000000,0.047385,0.052703,OutOfRange-0.000000,OutOfRange-4.000000,0.04737,0.047719,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-28 05:39:02+2:00",1,OutOfRange-0.000000,0.047416,0.0524,OutOfRange-0.000000,OutOfRange-4.000000,0.0474,0.047416,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-28 05:40:02+2:00",1,OutOfRange-0.000000,0.047385,0.052734,OutOfRange-0.000000,OutOfRange-4.000000,0.0474,0.047719,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-28 05:41:02+2:00",1,OutOfRange-0.000000,0.0474,0.052734,OutOfRange-0.000000,OutOfRange-4.000000,0.0474,0.047734,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-28 05:42:02+2:00",1,OutOfRange-0.000000,0.0474,0.052734,OutOfRange-0.000000,OutOfRange-4.000000,0.0474,0.047734,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-28 05:43:02+2:00",1,OutOfRange-0.000000,0.047385,0.052385,OutOfRange-0.000000,OutOfRange-4.000000,0.047385,0.047719,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-28 05:44:02+2:00",1,OutOfRange-0.000000,0.047416,0.052734,OutOfRange-0.000000,OutOfRange-4.000000,0.0474,0.047734,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-28 05:45:02+2:00",1,OutOfRange-0.000000,0.0474,0.052734,OutOfRange-0.000000,OutOfRange-4.000000,0.047385,0.047719,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-28 05:46:03+2:00",1,OutOfRange-0.000000,0.0474,0.052719,OutOfRange-0.000000,OutOfRange-4.000000,0.047385,0.047734,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,0,0,0,0
"2017-11-28 05:47:03+2:00",1,OutOfRange-0.000000,0.047385,0.052385,OutOfRange-0.000000,OutOfRange-4.000000,0.047385,0.047385,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-28 05:48:03+2:00",1,OutOfRange-0.000000,0.04737,0.052385,OutOfRange-0.000000,OutOfRange-4.000000,0.04737,0.047719,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-28 05:49:03+2:00",1,OutOfRange-0.000000,0.04737,0.052385,OutOfRange-0.000000,OutOfRange-4.000000,0.04737,0.047703,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,0,0,0,0,0
"2017-11-28 05:50:03+2:00",1,OutOfRange-0.000000,0.04737,0.05237,OutOfRange-0.000000,OutOfRange-4.000000,0.04737,0.04737,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-28 05:51:03+2:00",1,OutOfRange-0.000000,0.04737,0.052688,OutOfRange-0.000000,OutOfRange-4.000000,0.047355,0.047703,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-28 05:52:03+2:00",1,OutOfRange-0.000000,0.04737,0.052385,OutOfRange-0.000000,OutOfRange-4.000000,0.04737,0.047703,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-28 05:53:03+2:00",1,OutOfRange-0.000000,0.047385,0.052385,OutOfRange-0.000000,OutOfRange-4.000000,0.047385,0.047719,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-28 05:54:03+2:00",1,OutOfRange-0.000000,0.0474,0.052734,OutOfRange-0.000000,OutOfRange-4.000000,0.0474,0.047734,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-28 05:55:03+2:00",1,OutOfRange-0.000000,0.0474,0.0524,OutOfRange-0.000000,OutOfRange-4.000000,0.0474,0.047734,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-28 05:56:03+2:00",1,OutOfRange-0.000000,0.0474,0.0524,OutOfRange-0.000000,OutOfRange-4.000000,0.0474,0.047734,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-28 05:57:03+2:00",1,OutOfRange-0.000000,0.047431,0.052749,OutOfRange-0.000000,OutOfRange-4.000000,0.047416,0.047764,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-28 05:58:03+2:00",1,OutOfRange-0.000000,0.047416,0.0524,OutOfRange-0.000000,OutOfRange-4.000000,0.047416,0.047416,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-28 05:59:03+2:00",1,OutOfRange-0.000000,0.047385,0.052385,OutOfRange-0.000000,OutOfRange-4.000000,0.0474,0.047385,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-28 06:00:03+2:00",1,OutOfRange-0.000000,0.047385,0.052385,OutOfRange-0.000000,OutOfRange-4.000000,0.047385,0.0474,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,0,0,0,0
"2017-11-28 06:01:03+2:00",1,OutOfRange-0.000000,0.0474,0.052385,OutOfRange-0.000000,OutOfRange-4.000000,0.047385,0.047719,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-28 06:02:04+2:00",1,OutOfRange-0.000000,0.0474,0.0524,OutOfRange-0.000000,OutOfRange-4.000000,0.047385,0.0474,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-28 06:03:04+2:00",1,OutOfRange-0.000000,0.047385,0.052719,OutOfRange-0.000000,OutOfRange-4.000000,0.04737,0.047385,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-28 06:04:04+2:00",1,OutOfRange-0.000000,0.04737,0.052719,OutOfRange-0.000000,OutOfRange-4.000000,0.04737,0.047719,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-28 06:05:04+2:00",1,OutOfRange-0.000000,0.047385,0.052734,OutOfRange-0.000000,OutOfRange-4.000000,0.0474,0.047734,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,0,0,0,0,0
"2017-11-28 06:06:04+2:00",1,OutOfRange-0.000000,0.0474,0.0524,OutOfRange-0.000000,OutOfRange-4.000000,0.047416,0.047734,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-28 06:07:04+2:00",1,OutOfRange-0.000000,0.0474,0.052385,OutOfRange-0.000000,OutOfRange-4.000000,0.047385,0.047719,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-28 06:08:04+2:00",1,OutOfRange-0.000000,0.04737,0.052385,OutOfRange-0.000000,OutOfRange-4.000000,0.047385,0.047385,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-28 06:09:04+2:00",1,OutOfRange-0.000000,0.04737,0.05237,OutOfRange-0.000000,OutOfRange-4.000000,0.047385,0.047719,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-28 06:10:04+2:00",1,OutOfRange-0.000000,0.047385,0.052719,OutOfRange-0.000000,OutOfRange-4.000000,0.047385,0.047719,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-28 06:11:04+2:00",1,OutOfRange-0.000000,0.0474,0.052734,OutOfRange-0.000000,OutOfRange-4.000000,0.0474,0.047734,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-28 06:12:04+2:00",1,OutOfRange-0.000000,0.047385,0.052719,OutOfRange-0.000000,OutOfRange-4.000000,0.0474,0.047385,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-28 06:13:04+2:00",1,OutOfRange-0.000000,0.047385,0.052703,OutOfRange-0.000000,OutOfRange-4.000000,0.047385,0.047719,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-28 06:14:04+2:00",1,OutOfRange-0.000000,0.04737,0.052037,OutOfRange-0.000000,OutOfRange-4.000000,0.04737,0.04737,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-28 06:15:04+2:00",1,OutOfRange-0.000000,0.0474,0.052734,OutOfRange-0.000000,OutOfRange-4.000000,0.0474,0.047734,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-28 06:16:04+2:00",1,OutOfRange-0.000000,0.047385,0.052734,OutOfRange-0.000000,OutOfRange-4.000000,0.047385,0.047719,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-28 06:17:04+2:00",1,OutOfRange-0.000000,0.047431,0.052749,OutOfRange-0.000000,OutOfRange-4.000000,0.047416,0.047416,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-28 06:18:04+2:00",1,OutOfRange-0.000000,0.047431,0.052416,OutOfRange-0.000000,OutOfRange-4.000000,0.047416,0.047416,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-28 06:19:04+2:00",1,OutOfRange-0.000000,0.0474,0.0524,OutOfRange-0.000000,OutOfRange-4.000000,0.047385,0.047734,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-28 06:20:05+2:00",1,OutOfRange-0.000000,0.0474,0.052734,OutOfRange-0.000000,OutOfRange-4.000000,0.0474,0.047719,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-245.190002,1411.476562,0,0,0,0
"2017-11-28 06:21:05+2:00",1,OutOfRange-0.000000,0.047385,0.052734,OutOfRange-0.000000,OutOfRange-4.000000,0.047385,0.047719,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,0,0,0,0
"2017-11-28 06:22:05+2:00",1,OutOfRange-0.000000,0.047385,0.052703,OutOfRange-0.000000,OutOfRange-4.000000,0.047385,0.047719,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-28 06:23:05+2:00",1,OutOfRange-0.000000,0.047385,0.052385,OutOfRange-0.000000,OutOfRange-4.000000,0.047385,0.047719,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-28 06:24:05+2:00",1,OutOfRange-0.000000,0.0474,0.052719,OutOfRange-0.000000,OutOfRange-4.000000,0.047385,0.047734,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-28 06:25:05+2:00",1,OutOfRange-0.000000,0.04737,0.052703,OutOfRange-0.000000,OutOfRange-4.000000,0.04737,0.047703,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-28 06:26:05+2:00",1,OutOfRange-0.000000,0.047385,0.052719,OutOfRange-0.000000,OutOfRange-4.000000,0.047385,0.047719,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-28 06:27:05+2:00",1,OutOfRange-0.000000,0.047385,0.052734,OutOfRange-0.000000,OutOfRange-4.000000,0.047385,0.047719,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-28 06:28:05+2:00",1,OutOfRange-0.000000,0.04737,0.052703,OutOfRange-0.000000,OutOfRange-4.000000,0.04737,0.04737,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-28 06:29:05+2:00",1,OutOfRange-0.000000,0.047385,0.052385,OutOfRange-0.000000,OutOfRange-4.000000,0.04737,0.047385,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-28 06:30:05+2:00",1,OutOfRange-0.000000,0.0474,0.052416,OutOfRange-0.000000,OutOfRange-4.000000,0.0474,0.0474,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-28 06:31:05+2:00",1,OutOfRange-0.000000,0.047385,0.052385,OutOfRange-0.000000,OutOfRange-4.000000,0.0474,0.047719,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-28 06:32:05+2:00",1,OutOfRange-0.000000,0.0474,0.052719,OutOfRange-0.000000,OutOfRange-4.000000,0.047385,0.047719,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-28 06:33:05+2:00",1,OutOfRange-0.000000,0.047385,0.05237,OutOfRange-0.000000,OutOfRange-4.000000,0.047385,0.047719,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
